time,accel_x,accel_y,accel_z,gyr_x,gyr_y,gyr_z
118,-0.69,-0.38,0.64,-72.2,-8.85,121.77
119,-0.45,-0.71,0.9,-23.32,10.44,68.6
120,-0.45,-0.64,0.76,36.74,6.23,-65.98
121,-0.58,-0.58,0.67,71.23,8.3,-119.63
122,-0.86,-0.39,0.6,107.24,14.71,-124.39
123,-0.94,-0.31,0.51,111.63,19.41,-128.54
124,-0.97,-0.23,0.46,106.57,25.09,-138.24
125,-0.97,-0.17,0.45,88.26,24.41,-133.54
126,-0.94,-0.12,0.45,103.15,31.01,-101.38
127,-0.9,-0.14,0.49,82.52,29.72,-95.64
128,-0.88,-0.15,0.56,90.82,29.72,-78.98
129,-0.85,-0.11,0.44,78.92,30.88,-90.45
130,-0.95,0.2,0.63,62.19,16.24,-16.36
131,-0.94,0.22,0.61,-12.39,7.2,-2.08
132,-1.0,0.23,0.6,-53.83,-24.84,48.65
133,-0.98,0.07,0.53,-81.79,-49.32,88.99
134,-0.97,-0.02,0.43,-103.33,-44.74,116.88
135,-0.96,-0.17,0.47,-108.28,-44.86,121.15
136,-0.99,-0.22,0.43,-120.54,-42.24,123.35
137,-0.94,-0.36,0.47,-113.53,-36.68,132.75
138,-0.89,-0.45,0.52,-96.25,-34.3,135.8
139,-0.83,-0.35,0.53,-80.14,-29.97,151.06
140,-0.66,-0.43,0.65,-64.15,-18.55,144.29
141,-0.39,-0.72,0.8,-17.09,11.96,97.35
142,-0.45,-0.59,0.85,31.49,12.27,-31.13
143,-0.54,-0.54,0.77,53.77,-4.58,-87.16
144,-0.8,-0.49,0.68,82.58,3.6,-146.91
145,-0.86,-0.34,0.54,92.47,-0.85,-157.65
146,-0.91,-0.21,0.48,103.39,6.71,-137.08
147,-0.93,-0.1,0.47,95.09,24.48,-126.59
148,-0.93,-0.09,0.54,82.58,26.73,-111.63
149,-0.85,-0.1,0.51,74.89,26.67,-96.62
150,-0.81,-0.15,0.59,80.2,33.02,-79.04
151,-0.8,-0.14,0.53,83.44,34.24,-82.76
152,-1.01,0.18,0.72,55.73,25.76,-43.95
153,-0.96,0.3,0.65,-10.25,13.43,-5.25
154,-0.97,0.2,0.65,-46.26,-24.23,49.8
155,-0.95,0.17,0.49,-77.39,-44.98,87.1
156,-1.05,0.01,0.48,-118.9,-45.1,117.49
157,-1.01,-0.16,0.43,-113.77,-46.63,139.71
158,-0.96,-0.34,0.47,-115.6,-42.36,138.98
159,-0.91,-0.4,0.47,-107.79,-34.79,161.99
160,-0.84,-0.49,0.51,-106.69,-28.87,155.21
161,-0.86,-0.36,0.56,-86.67,-22.89,153.5
162,-0.58,-0.66,0.76,-50.6,-8.73,163.94
163,-0.06,-1.15,0.98,2.93,15.32,2.62
164,-0.7,-0.61,0.72,66.89,29.11,-132.08
165,-0.98,-0.33,0.48,102.72,28.93,-173.71
166,-0.89,-0.24,0.43,112.3,24.84,-166.32
167,-0.87,-0.06,0.25,120.79,29.17,-124.82
168,-0.87,-0.06,0.39,69.95,-5.55,-88.07
169,-0.81,-0.36,0.57,49.74,36.07,-100.22
170,-1.18,-0.27,0.35,79.04,77.76,-126.22
171,-1.38,0.48,0.67,157.59,37.41,-44.01
172,-0.9,0.22,0.53,-6.29,-17.88,10.8
173,-0.76,-0.13,0.66,-6.47,-9.34,22.64
174,-0.77,-0.1,0.6,-6.16,-6.71,17.09
175,-0.78,-0.09,0.52,-8.42,-3.48,22.89
176,-0.75,-0.07,0.38,-1.22,-12.88,42.6
177,-0.77,-0.02,0.38,-11.23,-17.4,51.51
178,-0.74,-0.08,0.52,-33.39,-63.54,62.07
179,-0.51,-0.14,0.67,33.45,-116.33,57.07
180,-0.49,-0.14,0.87,-23.13,2.5,31.37
181,-0.6,0.16,1.11,-4.82,-50.66,48.58
182,-0.5,0.13,1.01,-5.86,-27.1,62.74
183,-0.33,-0.01,1.23,-65.92,-121.34,37.17
184,-0.3,-0.04,0.8,-59.14,-152.4,71.04
185,0.06,0.14,0.22,-69.95,62.74,39.0
186,-0.43,-0.01,1.37,-49.99,11.05,8.79
187,-0.19,-0.06,1.04,-26.98,14.34,5.8
188,-0.13,-0.01,1.11,27.16,-30.7,-5.0
189,-0.22,-0.04,1.01,-11.41,2.69,16.48
190,-0.26,-0.08,0.98,6.96,-23.25,28.63
191,-0.1,-0.08,0.98,5.31,-11.47,57.86
192,-0.26,-0.13,0.96,5.19,-2.01,58.72
193,-0.06,-0.06,1.01,-3.66,0.61,226.14
194,0.55,-0.19,1.05,46.2,7.81,168.15
195,-0.04,0.09,1.01,-28.75,3.85,-28.93
196,-0.08,0.11,1.04,16.17,-9.46,7.75
197,-0.07,0.03,0.96,0.67,-1.53,0.73
198,-0.06,0.04,1.01,-3.85,1.16,1.89
199,-0.07,0.05,1.0,-0.31,1.89,1.65
200,-0.04,0.04,1.0,0.31,1.16,1.53
201,-0.05,0.05,1.01,0.37,-0.67,1.4
202,-0.07,0.05,1.0,0.31,-0.92,1.65
203,-0.06,0.05,1.0,0.79,-0.18,1.28
204,-0.06,0.06,0.99,-0.06,-0.43,1.22
205,-0.06,0.05,1.01,0.18,0.37,1.22
206,-0.06,0.05,1.0,0.85,-0.24,1.65
207,-0.06,0.05,1.0,0.37,0.55,1.1
208,-0.08,0.05,1.0,-1.53,0.85,2.38
209,-0.06,0.05,1.01,0.37,-1.22,1.34
210,-0.07,0.06,1.0,0.92,1.1,1.34
211,-0.05,0.06,1.0,-0.79,-0.37,1.28
212,-0.08,0.04,1.0,-1.22,1.65,0.24
213,-0.06,0.05,0.99,-0.49,-0.31,1.16
214,-0.08,0.06,1.01,0.0,0.73,0.73
215,-0.06,0.04,1.0,0.85,-0.49,1.28
216,-0.05,0.04,0.98,-0.98,-1.16,0.49
217,-0.05,0.05,0.99,-1.65,1.22,-0.31
218,-0.05,0.04,1.0,-1.4,1.71,-2.14
219,-0.07,0.04,1.01,-1.65,8.06,1.46
220,-0.08,0.03,1.01,-2.99,6.84,0.43
221,-0.09,0.04,1.0,-1.28,1.71,0.98
222,-0.09,0.04,1.0,-2.44,1.83,0.24
223,-0.09,0.03,1.0,-1.04,0.67,0.85
224,-0.09,0.03,1.01,0.37,-1.28,1.4
225,-0.09,0.03,1.0,0.18,-0.98,1.89
226,-0.09,0.03,0.99,0.31,-0.79,1.59
227,-0.09,0.03,0.99,-0.31,0.18,1.4
228,-0.09,0.03,1.0,-0.43,0.49,1.28
229,-0.1,0.03,1.0,-0.31,0.67,1.1
230,-0.09,0.03,0.99,-0.67,0.85,1.28
231,-0.1,0.03,1.0,-0.37,0.61,1.04
232,-0.1,0.03,1.0,-1.16,1.46,0.73
233,-0.09,0.03,1.0,-0.18,1.46,1.65
234,-0.1,0.03,1.0,0.43,-0.98,1.34
235,-0.1,0.02,1.0,-0.37,1.1,1.65
236,-0.1,0.03,1.0,0.0,0.61,1.59
237,-0.09,0.03,1.0,-0.06,0.06,1.46
238,-0.1,0.03,1.0,-0.31,-0.18,1.4
239,-0.1,0.03,1.0,0.0,0.0,1.46
240,-0.1,0.03,1.0,0.06,-0.37,1.4
241,-0.1,0.03,1.0,0.85,-1.22,1.53
242,-0.1,0.03,1.0,0.37,-0.31,1.34
243,-0.1,0.03,1.0,0.06,-0.31,1.4
244,-0.11,0.03,0.99,-0.06,1.89,1.77
245,-0.1,0.02,1.0,-0.37,-0.18,1.46
246,-0.1,0.03,1.0,0.0,-0.43,1.46
247,-0.09,0.03,1.0,-0.18,0.12,1.4
248,-0.1,0.03,1.0,-0.06,-0.24,1.46
249,-0.1,0.03,1.0,0.12,-0.37,1.4
250,-0.11,0.03,1.0,0.37,0.55,1.65
251,-0.1,0.03,1.0,-0.24,0.18,1.4
252,-0.1,0.03,1.0,-0.24,-0.18,1.46
253,-0.1,0.03,0.99,0.12,-0.31,1.46
254,-0.1,0.02,1.0,-0.06,-0.24,1.34
255,-0.1,0.03,0.99,0.24,-0.49,1.4
256,-0.1,0.03,1.0,0.06,-0.37,1.46
257,-0.1,0.03,1.0,0.0,-0.06,1.4
258,-0.1,0.03,1.0,0.12,-0.12,1.4
259,-0.1,0.03,1.0,0.18,-0.31,1.53
260,-0.1,0.03,1.0,0.18,-0.31,1.34
261,-0.1,0.02,1.0,0.06,-0.18,1.53
262,-0.11,0.03,1.0,0.37,-0.43,1.4
263,-0.09,0.02,1.01,-0.85,-2.01,0.98
264,-0.1,0.02,1.0,0.37,-0.73,1.53
265,-0.1,0.03,1.0,0.73,-0.55,1.4
266,-0.1,0.03,1.0,0.37,-0.18,1.4
267,-0.1,0.03,1.0,0.31,-0.24,1.34
268,-0.1,0.02,1.0,-0.06,0.31,1.4
269,-0.1,0.02,1.01,-0.18,-0.31,1.4
270,-0.1,0.02,1.0,0.37,-0.61,1.34
271,-0.1,0.02,1.0,-0.31,0.0,1.34
272,-0.1,0.02,1.0,-0.31,-0.43,1.4
273,-0.11,0.03,0.99,0.55,-0.67,1.71
274,-0.1,0.02,1.0,0.55,-2.14,1.46
275,-0.11,0.03,0.99,1.22,1.16,1.71
276,-0.11,0.03,1.0,0.24,-0.24,1.53
277,-0.1,0.02,1.0,0.24,0.06,0.85
278,-0.11,0.02,1.0,-0.31,0.73,1.04
279,-0.11,0.02,1.0,0.18,-0.37,1.34
280,-0.11,0.02,1.0,0.31,-0.43,1.4
281,-0.11,0.03,1.0,-0.06,0.0,1.4
282,-0.1,0.03,0.99,0.0,-0.18,1.34
283,-0.11,0.02,0.99,0.12,-0.43,1.46
284,-0.1,0.02,1.0,-0.12,-0.31,1.4
285,-0.1,0.02,1.0,0.12,-0.43,1.46
286,-0.11,0.03,1.0,0.06,-0.24,1.34
287,-0.11,0.02,0.99,0.12,-0.37,1.53
288,-0.11,0.02,1.0,0.12,0.18,1.28
289,-0.11,0.03,1.0,0.12,-0.31,1.34
290,-0.11,0.02,0.99,-0.55,2.62,1.53
291,-0.11,0.02,1.0,-0.98,2.01,1.22
292,-0.12,0.02,1.0,-0.24,0.92,1.16
293,-0.12,0.03,1.01,0.43,0.55,1.34
294,-0.13,0.03,1.0,0.18,1.59,1.04
295,-0.12,0.02,1.0,0.31,-0.06,1.59
296,-0.12,0.02,0.99,0.12,-0.06,1.46
297,-0.12,0.02,1.0,0.24,-0.67,1.53
298,-0.12,0.02,1.0,0.31,-0.61,1.46
299,-0.12,0.02,1.0,0.37,-0.67,1.46
300,-0.12,0.02,1.0,-0.18,-0.43,1.22
301,-0.14,0.02,1.02,-0.98,0.37,0.67
302,-0.12,0.01,0.98,0.12,-0.31,2.32
303,-0.12,0.02,0.97,0.12,-0.06,1.95
304,-0.11,0.02,0.99,-1.28,1.53,0.24
305,-0.11,0.01,0.99,-0.06,-0.61,1.34
306,-0.12,0.02,1.01,0.24,-0.67,1.04
307,-0.12,0.01,0.99,0.85,-0.79,1.53
308,-0.12,0.02,0.99,0.12,0.0,1.22
309,-0.12,0.02,1.0,-0.06,-0.18,1.46
310,-0.11,0.02,0.99,-0.49,0.0,1.4
311,-0.12,0.02,0.99,0.24,-0.73,1.46
312,-0.12,0.02,1.0,0.12,-0.61,1.46
313,-0.12,0.02,1.0,-0.18,-0.12,1.34
314,-0.12,0.02,1.0,0.0,-0.06,1.46
315,-0.12,0.02,1.0,-0.12,-0.24,1.4
316,-0.12,0.02,1.0,0.0,-0.49,1.46
317,-0.12,0.02,1.0,0.24,-0.12,1.4
318,-0.12,0.02,1.0,0.43,-0.55,1.34
319,-0.12,0.02,1.0,-0.31,0.24,1.4
320,-0.12,0.02,1.0,0.12,-0.43,1.46
321,-0.12,0.02,1.0,0.18,-0.43,1.46
322,-0.11,0.02,1.0,0.06,0.0,1.4
323,-0.12,0.02,0.99,-0.24,0.73,1.1
324,-0.12,0.02,0.99,-0.92,2.93,0.73
325,-0.12,0.01,1.0,0.06,0.98,1.16
326,-0.13,0.02,1.0,-0.12,-0.06,1.4
327,-0.14,0.02,1.02,0.85,-0.98,1.46
328,-0.12,0.01,1.0,0.43,-0.98,1.83
329,-0.13,0.02,1.0,0.12,-0.85,1.77
330,-0.12,0.02,1.0,1.34,-2.62,2.69
331,-0.13,0.03,1.01,2.87,-5.68,4.46
332,-0.09,0.02,0.92,2.08,0.67,2.38
333,-0.14,0.02,1.0,-0.43,0.61,0.98
334,-0.12,0.02,1.0,-1.89,-0.18,-0.92
335,-0.13,0.01,1.0,-1.16,1.16,0.73
336,-0.12,0.02,1.0,1.22,-0.12,1.53
337,-0.13,0.02,0.99,0.79,-0.37,1.83
338,-0.12,0.02,0.98,-0.06,-0.49,1.28
339,-0.12,0.02,1.0,0.12,-2.14,2.08
340,-0.12,0.01,1.0,2.93,-4.52,3.85
341,-0.13,0.03,1.01,-1.71,1.77,1.1
342,-0.12,0.02,0.99,-1.04,1.46,1.4
343,-0.12,0.02,1.01,-0.67,-0.73,0.98
344,-0.15,0.06,1.0,0.37,4.15,1.34
345,-0.1,0.02,0.98,-0.06,-0.49,0.92
346,-0.11,0.02,1.0,0.73,-1.53,0.79
347,-0.14,0.03,1.0,-1.04,0.0,1.16
348,-0.13,0.04,1.02,0.49,1.46,2.2
349,-0.13,0.02,0.99,0.31,-0.37,1.22
350,-0.12,0.02,1.0,0.0,-1.1,1.46
351,-0.12,0.02,0.99,-0.18,-0.79,1.46
352,-0.12,0.02,1.0,0.24,-0.12,1.34
353,-0.12,0.02,1.0,0.18,-0.31,1.4
354,-0.11,0.02,0.99,0.18,-0.43,1.46
355,-0.12,0.02,1.0,0.24,-0.55,1.53
356,-0.12,0.02,1.0,0.0,-0.92,1.34
357,-0.12,0.02,0.99,0.43,-0.79,1.4
358,-0.12,0.02,1.0,0.18,-0.73,1.46
359,-0.11,0.02,0.99,0.0,-0.37,1.34
360,-0.12,0.02,1.0,-0.06,0.31,1.28
361,-0.12,0.02,1.0,-0.06,-0.12,1.34
362,-0.12,0.01,1.0,-0.31,0.0,1.34
363,-0.12,0.02,0.99,-0.18,-0.31,1.22
364,-0.12,0.02,1.0,0.31,-0.43,1.34
365,-0.12,0.02,1.0,0.31,-0.43,1.53
366,-0.11,0.02,0.99,0.43,-0.61,1.53
367,-0.12,0.02,1.0,-0.06,0.0,1.46
368,-0.11,0.02,1.0,0.31,-0.43,1.46
369,-0.12,0.02,1.0,0.49,-0.55,1.46
370,-0.12,0.02,1.0,0.37,-0.61,1.46
371,-0.12,0.02,1.0,0.06,-0.31,1.4
372,-0.12,0.02,1.0,-0.12,0.24,1.34
373,-0.11,0.02,0.99,0.18,-0.49,1.4
374,-0.12,0.02,1.0,-0.06,-0.18,1.4
375,-0.11,0.02,0.99,0.18,-0.61,1.46
376,-0.12,0.02,0.99,-0.12,-0.37,1.4
377,-0.12,0.02,1.0,-0.18,-0.06,1.4
378,-0.12,0.02,0.99,0.12,-0.49,1.4
379,-0.12,0.02,1.0,0.31,-0.43,1.53
380,-0.12,0.02,0.99,0.18,-0.55,1.34
381,-0.12,0.02,1.0,0.12,-0.55,1.34
382,-0.11,0.02,1.0,0.43,-0.73,1.46
383,-0.12,0.02,1.0,0.37,-0.55,1.46
384,-0.12,0.02,1.0,0.0,-0.06,1.46
385,-0.12,0.02,0.99,0.06,-0.37,1.4
386,-0.12,0.02,1.0,0.18,0.0,1.46
387,-0.12,0.02,0.99,-0.31,-0.06,1.34
388,-0.11,0.02,1.0,0.0,-0.49,1.4
389,-0.12,0.02,1.0,0.31,-0.12,1.46
390,-0.12,0.02,1.0,0.31,-0.55,1.53
391,-0.12,0.02,1.0,-0.24,0.06,1.1
392,-0.11,0.02,0.99,0.18,-0.24,1.4
393,-0.12,0.02,1.0,0.24,-0.73,1.77
394,-0.12,0.02,1.0,-0.37,0.24,1.46
395,-0.12,0.02,1.0,0.61,-1.59,1.65
396,-0.11,0.02,0.99,-0.49,-0.55,1.59
397,-0.12,0.02,0.99,-0.12,0.12,1.4
398,-0.12,0.01,1.0,-0.31,0.37,1.4
399,-0.12,0.02,1.0,-1.77,2.08,1.46
400,-0.12,0.02,1.0,-0.37,1.83,1.1
401,-0.12,0.02,1.0,0.12,0.12,1.53
402,-0.11,0.02,0.99,0.18,-1.89,2.08
403,-0.11,0.02,1.0,0.67,-2.01,2.08
404,-0.11,0.02,0.99,1.4,-1.83,2.32
405,-0.11,0.02,1.0,-0.31,-0.06,1.28
