time,accel_x,accel_y,accel_z,gyr_x,gyr_y,gyr_z
88,-0.01,-0.0,0.99,-0.67,64.58,15.01
89,-0.02,-0.0,0.99,-0.49,64.51,15.01
90,-0.01,-0.0,0.99,-0.24,64.58,15.08
91,-0.0,-0.01,1.0,0.06,64.82,15.44
92,-0.01,-0.0,0.99,-0.43,64.51,15.14
93,-0.01,-0.0,0.99,-0.67,64.58,15.08
94,-0.01,-0.0,0.99,-0.55,64.51,15.01
95,-2.01,0.15,0.78,-0.12,41.81,-67.38
96,0.24,-0.09,2.82,70.07,92.9,-41.81
97,0.63,0.45,0.8,236.57,246.09,-219.91
98,-0.69,-0.03,0.33,166.08,48.1,-20.02
99,-0.33,0.3,0.25,-3.85,94.3,-33.39
100,-0.5,0.45,0.53,-12.94,104.92,-22.03
101,-0.47,0.36,0.47,46.14,23.74,68.48
102,0.01,1.07,0.43,-21.97,134.52,55.11
103,-0.28,0.79,0.56,70.31,-34.73,-96.68
104,-0.32,1.01,0.48,195.31,44.98,31.62
105,-0.57,0.69,0.43,173.22,177.31,-4.76
106,-0.57,0.75,0.3,34.73,164.31,22.71
107,-0.51,0.71,0.17,96.56,75.2,20.45
108,-0.49,0.75,0.25,-30.09,23.99,-9.28
109,-0.96,0.71,0.21,-4.52,-41.87,-13.06
110,-0.86,0.71,0.36,-42.91,61.04,-29.05
111,-0.44,0.76,0.26,25.39,65.55,44.8
112,-0.46,0.84,0.23,-7.32,67.44,30.58
113,-0.57,0.89,0.27,-47.85,95.64,-9.83
114,-0.34,0.73,0.05,-87.71,88.01,-72.69
115,-0.7,0.56,0.46,-86.36,73.3,-85.21
116,-0.42,0.28,0.32,-111.76,31.43,-169.98
117,-0.61,-0.09,0.6,-9.64,10.93,-47.12
118,-0.78,0.19,0.73,-13.06,-9.46,7.63
119,-1.85,0.26,1.46,-30.4,99.85,-49.44
120,-2.09,0.09,1.18,-22.95,465.27,9.16
121,-1.21,0.04,0.64,-62.5,667.42,182.5
122,-0.43,0.08,0.14,-44.43,543.4,166.08
123,0.15,0.2,-0.07,-28.75,453.55,86.67
124,0.58,0.18,0.05,-19.17,402.77,47.42
125,1.67,0.09,0.25,6.16,173.46,9.7
126,0.87,0.54,-0.15,-2.32,58.04,9.28
127,1.2,0.36,0.08,63.35,-70.74,6.23
128,1.0,0.16,0.13,126.34,-240.05,-5.62
129,-0.29,0.19,-0.31,114.81,-355.41,-12.02
130,-0.65,-0.03,-0.03,97.9,-424.56,-19.78
131,-1.31,0.26,0.79,17.09,-475.4,2.87
132,-0.8,0.14,0.43,62.07,-390.75,145.51
133,-0.82,0.17,1.63,20.51,-269.41,57.01
134,-0.91,0.08,1.23,4.88,12.33,33.02
135,-0.8,0.15,1.06,1.46,124.45,34.48
136,-1.01,0.06,1.44,-4.64,208.44,12.94
137,-1.32,0.1,1.03,-45.53,619.32,33.94
138,-1.22,0.1,0.59,-77.58,692.87,111.15
139,-0.19,0.32,-0.19,-99.73,510.74,141.97
140,0.1,0.26,-0.22,-46.81,426.88,95.58
141,0.58,0.25,-0.08,13.18,347.05,84.41
142,1.45,-0.01,0.51,-4.82,255.31,60.79
143,0.9,0.35,-0.11,-44.56,44.74,12.57
144,1.14,0.42,0.04,31.62,-37.9,-17.64
145,1.23,0.1,0.13,64.45,-245.85,-39.86
146,0.3,0.22,-0.18,66.53,-328.67,-54.99
147,-0.42,0.05,0.02,75.56,-438.66,-87.52
148,-0.78,0.18,0.39,42.72,-546.2,-61.83
149,-1.02,0.15,1.17,47.85,-436.95,26.79
150,-1.58,0.19,1.63,-9.34,-164.67,9.46
151,-1.15,0.16,1.07,-17.15,100.89,-40.1
152,-0.96,0.15,0.84,1.34,96.37,28.14
153,-1.51,-0.06,1.09,-31.19,424.93,43.15
154,-1.48,0.06,0.69,-62.26,614.01,145.69
155,-0.73,0.4,-0.06,-82.95,585.27,143.07
156,-0.09,0.26,0.03,-77.45,467.83,163.09
157,0.47,0.12,-0.01,-16.66,358.22,125.37
158,1.02,0.09,0.13,-4.27,268.86,96.8
159,1.1,0.13,-0.17,-36.25,46.75,29.3
160,1.05,0.45,-0.21,-11.9,24.9,-6.59
161,1.37,0.13,0.0,66.28,-133.18,-39.92
162,0.78,0.15,-0.14,95.76,-295.53,-73.49
163,0.03,0.19,-0.33,79.16,-409.73,-61.1
164,-0.6,0.07,-0.0,47.85,-428.59,-85.08
165,-1.08,0.12,0.77,32.17,-442.02,-22.64
166,-0.87,0.16,1.01,59.14,-265.01,53.22
167,-0.97,0.23,1.52,-8.0,-55.05,27.1
168,-1.03,0.48,1.19,-6.96,31.13,16.66
169,-0.92,0.18,1.28,-36.99,121.09,-23.19
170,-0.89,0.2,1.17,17.76,322.63,15.01
171,-1.0,0.19,1.04,-14.16,581.24,68.66
172,-0.95,0.1,0.4,-48.16,656.56,96.92
173,-0.27,0.32,-0.17,-49.01,494.14,117.07
174,0.22,0.4,-0.23,-27.83,418.33,65.86
175,0.71,0.25,-0.04,-22.83,333.13,77.21
176,1.44,0.14,0.21,-8.73,251.28,38.82
177,0.9,0.32,-0.22,-47.67,69.76,22.09
178,1.1,0.43,-0.12,-19.41,21.0,1.1
179,1.25,0.26,0.05,39.49,-150.63,-32.35
180,0.75,0.27,-0.24,49.74,-224.61,-48.03
181,-0.06,0.23,-0.37,58.9,-315.43,-73.36
182,-0.48,0.26,0.02,67.5,-364.69,-74.28
183,-1.03,0.02,0.57,54.69,-394.71,-68.18
184,-0.84,0.14,0.69,27.1,-386.41,54.32
185,-0.96,0.17,1.22,6.23,-242.55,73.0
186,-0.94,0.39,1.28,-4.94,-52.12,51.88
187,-0.89,0.41,1.36,-4.82,115.36,26.79
188,-1.03,0.23,1.4,-14.71,228.27,-11.17
189,-1.1,0.11,1.02,0.79,433.35,9.03
190,-0.99,0.23,0.68,-0.49,508.0,83.19
191,-0.73,0.24,0.01,4.15,531.86,81.05
192,-0.15,0.25,-0.29,-17.64,465.76,105.96
193,0.46,0.18,-0.35,-41.32,342.16,12.57
194,0.55,0.32,-0.17,-54.63,323.3,73.61
195,1.96,0.14,-0.2,-62.81,186.1,50.48
196,0.9,0.47,-0.21,-31.19,30.58,-0.43
197,1.08,0.19,-0.04,90.03,-109.5,-37.9
198,0.86,0.16,-0.35,82.52,-266.42,-30.33
199,0.25,0.09,-0.33,31.92,-359.74,-19.41
200,-0.41,0.15,-0.11,12.45,-390.01,-97.35
201,-0.96,0.14,0.42,27.65,-348.75,-29.97
202,-1.17,0.2,0.76,29.48,-224.79,39.49
203,-1.08,0.14,0.96,-31.43,-120.48,7.26
204,-1.46,0.33,1.24,-27.22,23.07,16.54
205,-1.68,0.18,1.23,-17.76,268.92,-10.56
206,-1.31,0.07,0.87,-24.35,472.72,41.69
207,-0.89,0.12,0.23,-26.73,479.98,84.59
208,-0.66,0.19,-0.13,1.71,417.66,91.06
209,-0.07,0.26,-0.43,-33.39,388.49,77.88
210,0.23,0.29,-0.41,-36.5,373.05,36.07
211,0.83,0.3,-0.21,-91.49,306.58,85.82
212,1.5,0.11,0.01,-37.05,202.45,62.32
213,1.05,0.39,-0.22,-45.65,15.93,-2.38
214,1.18,0.34,-0.1,42.72,-62.44,-41.75
215,1.02,0.16,-0.24,59.27,-230.1,-73.67
216,0.09,0.25,-0.2,52.8,-295.23,-69.46
217,-0.72,0.28,0.13,44.8,-377.75,-88.56
218,-0.97,0.13,0.68,7.57,-504.64,22.83
219,-1.08,0.21,1.06,-40.41,-325.93,41.2
220,-0.99,0.29,1.24,-21.97,-110.96,42.85
221,-1.16,0.48,1.18,0.24,77.39,30.88
222,-1.21,0.32,1.22,-19.41,188.05,-26.31
223,-1.22,0.17,1.01,7.32,458.01,22.28
224,-1.05,0.21,0.57,31.56,503.78,101.81
225,-0.63,0.35,-0.16,28.44,453.25,50.05
226,-0.11,0.26,-0.47,9.34,391.6,51.15
227,0.34,0.18,-0.52,-45.04,320.25,42.66
228,0.02,0.45,-0.68,-40.41,296.26,68.42
229,1.33,0.08,-0.12,-67.81,280.46,70.19
230,1.37,0.15,-0.02,-55.91,60.12,43.88
231,1.07,0.4,-0.16,18.86,-31.8,-36.56
232,1.15,0.23,-0.18,55.48,-151.37,-60.79
233,0.15,0.21,-0.32,87.89,-271.55,-68.79
234,-0.23,0.05,-0.31,62.38,-302.31,-64.7
235,-0.96,0.15,0.2,72.2,-364.99,-94.79
236,-1.01,-0.01,0.79,3.11,-483.83,76.23
237,-1.02,0.21,1.26,4.88,-208.62,66.28
238,-1.1,0.37,1.18,-2.56,-42.91,40.04
239,-1.12,0.31,1.31,-18.01,92.04,-11.47
240,-1.21,0.26,1.27,-0.24,257.63,-0.73
241,-1.22,0.17,0.85,26.06,437.07,33.57
242,-0.88,0.16,0.51,9.28,508.06,63.6
243,-0.4,0.14,-0.19,6.77,426.09,77.03
244,-0.19,0.21,-0.4,-2.38,391.72,42.72
245,0.18,0.31,-0.5,-11.78,372.07,20.94
246,0.69,0.25,-0.32,-35.95,388.98,-2.44
247,1.59,0.25,-0.09,-75.2,227.29,8.79
248,0.9,0.5,-0.1,-46.69,69.15,21.24
249,1.11,0.44,-0.07,41.87,-52.67,9.83
250,1.17,0.23,-0.24,58.78,-189.03,2.14
251,0.44,0.22,-0.47,43.7,-250.85,-6.9
252,0.03,0.26,-0.42,22.58,-218.63,3.48
253,-0.76,0.23,-0.15,25.39,-286.93,-48.22
254,-0.86,0.08,0.13,7.51,-347.23,-9.77
255,-1.21,0.09,0.75,0.85,-260.07,33.75
256,-1.27,0.32,1.07,-29.24,-137.63,56.09
257,-1.61,0.49,1.05,-27.53,124.08,1.95
258,-1.59,0.35,0.99,-1.65,235.29,-6.47
259,-1.06,0.2,0.72,13.92,423.34,55.36
260,-0.87,0.1,0.28,2.99,449.34,40.83
261,-0.55,0.1,-0.17,6.35,431.7,72.63
262,-0.08,0.3,-0.36,-13.98,387.21,29.36
263,0.01,0.12,-0.31,-31.92,419.01,-6.1
264,1.41,0.37,0.11,-105.1,437.68,-32.84
265,1.11,0.63,0.02,-78.49,17.88,68.66
266,0.96,0.5,-0.23,33.2,-40.22,5.92
267,0.88,0.33,-0.32,32.65,-187.87,24.17
268,0.68,0.24,-0.41,33.2,-198.49,-4.21
269,-0.04,0.25,-0.47,25.39,-250.12,-18.55
270,-0.62,0.3,-0.06,41.5,-357.73,-61.46
271,-0.92,0.19,0.55,19.1,-433.96,10.74
272,-1.18,0.22,0.9,14.53,-311.89,84.05
273,-1.13,0.34,1.08,-42.24,-82.03,41.5
274,-1.19,0.47,1.04,-8.42,15.87,43.52
275,-1.21,0.42,1.05,1.04,145.57,-1.89
276,-0.91,0.32,0.78,13.55,213.75,12.63
277,-0.8,0.22,0.48,11.23,201.66,4.94
278,-0.69,0.25,0.27,12.39,137.08,-2.32
279,-0.74,0.14,0.03,6.9,97.78,8.91
280,-0.66,0.11,-0.06,-14.71,103.33,-3.78
281,-0.84,0.12,0.06,-10.74,75.56,23.86
282,-0.95,0.2,-0.0,-14.83,57.98,11.66
283,-1.06,0.21,0.12,-9.22,60.85,12.15
284,-0.99,0.22,0.07,1.65,62.99,17.76
285,-0.96,0.18,0.07,5.62,66.41,18.55
286,-0.99,0.16,0.07,1.1,70.62,13.67
287,-0.99,0.18,0.07,-2.81,67.87,15.69
288,-1.0,0.2,0.08,-4.52,61.52,15.44
289,-0.99,0.2,0.08,-3.78,49.74,19.17
290,-0.98,0.2,0.09,0.49,56.4,20.08
291,-0.96,0.17,0.09,-2.32,60.91,9.58
292,-0.94,0.21,0.17,-16.78,54.69,9.95
293,-0.96,0.18,0.17,-11.11,32.23,9.64
294,-0.92,0.18,0.24,-9.03,24.17,13.61
295,-0.93,0.16,0.24,2.44,56.46,19.35
296,-0.95,0.17,0.25,2.32,67.32,18.13
297,-0.96,0.17,0.25,-0.49,67.93,17.33
298,-0.96,0.19,0.26,0.06,64.45,16.91
299,-0.95,0.18,0.25,0.06,64.45,17.4
300,-0.96,0.16,0.26,0.85,60.42,18.19
301,-0.95,0.18,0.27,-2.5,59.14,14.95
302,-0.92,0.19,0.26,-1.28,57.5,20.02
303,-0.96,0.2,0.28,-9.58,47.67,10.86
304,-0.96,0.17,0.3,-8.12,48.89,5.37
305,-0.95,0.16,0.34,-16.42,33.08,11.17
306,-0.85,0.15,0.45,-23.56,19.35,13.31
307,-0.88,0.07,0.42,-7.26,47.42,19.29
308,-0.89,0.12,0.41,-9.34,62.56,2.75
309,-0.86,0.1,0.5,-30.03,54.26,6.65
310,-0.88,0.12,0.52,-14.47,50.17,12.57
311,-0.85,0.12,0.49,8.73,58.41,15.69
312,-0.85,0.11,0.49,-0.92,58.29,10.07
313,-0.85,0.09,0.48,-9.4,59.88,17.58
314,-0.91,0.11,0.53,-3.97,68.6,12.57
315,-0.86,0.1,0.5,5.62,71.78,7.26
316,-0.86,0.1,0.48,7.87,62.62,11.35
317,-0.88,0.09,0.54,-17.4,49.13,18.01
318,-0.85,0.11,0.5,-20.2,19.71,25.02
319,-0.8,0.06,0.59,-13.37,52.0,25.15
320,-0.79,0.1,0.6,-15.62,53.53,15.99
321,-0.78,0.06,0.62,-14.65,56.21,14.47
322,-0.77,0.09,0.62,-7.69,62.87,11.72
323,-0.77,0.03,0.6,15.62,97.11,15.99
324,-0.78,0.09,0.56,-9.4,66.16,0.24
325,-0.85,0.05,0.59,9.03,66.59,17.64
326,-0.82,0.08,0.62,-1.59,63.54,15.81
327,-0.82,0.09,0.61,2.81,70.13,28.2
